business_id,similar_1,similar_2,similar_3
7JOo6MO-bJMhfXobJG7SRQ,Batuqui - Cleveland,Santorini Greek Taverna - Cleveland,Girves Brown Derby - Streetsboro
7JnFDiJu9cmOr3X_az0VnA,Sunset Harbor Bar and Grille - Fairport Harbor,Rush Inn Bar & Grill - Avon,BRIM Kitchen + Brewery - Willoughby
7K8XwCNaNhYYpg59DQqguw,Beach Club Grill - Mentor,Cork-N-Bottle - Cleveland,Tony Maloney's - North Royalton
7LzhLKAwS7PHUvaPIW833A,Flour - Moreland Hills,Maxi's - Cleveland,Dante Next Door - Cleveland
7M_wmSKg-qljRdwafdPKpg,Chow Chow Kitchen - Lakewood,Mama Joyce's - Cleveland,Phil the Fire - Beachwood
7SsVK3dvgDrEaZpfxd33nQ,Sammy's Grille - Cleveland,Huron Square Deli - Cleveland,Fresh Start Diner - Twinsburg
7Vi4T2E5ePOkNifyr2t6cw,Burntwood Tavern - Lyndhurst,Main Street Cafe - Medina,Buffalo Wild Wings - Warrensville Heights
7W_PUqiBmoe2PVFGQ1ZBOg,Alfredo's at the Inn Italian Restaurant - Mayfield Village,IL Bacio - Cleveland,Angelo's Nido Italia - Cleveland
7bQU0QI_YID3MgZirZHmSg,Club Isabella - Cleveland,The South Side - Cleveland,Ken Stewart's East Bank - Cleveland
7d3tmP0XIFdjdqQ6hBRA4Q,Alfredo's at the Inn Italian Restaurant - Mayfield Village,Bruno's Ristorante - Cleveland,Aladdin's Eatery - Cleveland
7hIl2AOZl6Zfr2fAojpeRw,Fragapane Bakeries - North Olmsted,Conte Restaurant - Brook Park,Nino's Italian Restaurant - North Ridgeville
7j0kor_fkeYhyEpXh4OpnQ,El Campesino Mexican Restaurant - Streetsboro,Hotspot Cafe - Cleveland,Tip Top Restaurant & Catering - Stow
7k5F32LULnjplZVQdI4DdQ,Burgers 2 Beer - Highland Heights,B Spot - Strongsville,B Spot - Westlake
7o3pSUrqqmGSxDlthpL63Q,Humble Wine Bar - Lakewood,Dina's Pizza & Pub - Cleveland,Bellacino's Pizza & Grinders - Stow
7o4SWZDKYHYfv6X0U21ErQ,Alfredo's at the Inn Italian Restaurant - Mayfield Village,Luca Italian Cuisine - Cleveland,Olesia's Place - North Royalton
7ot8LYmnLhiN726E9dtAgA,Stella Mia Ristorante - Westlake,Nazca Bar & Grill - Eastlake,Aladdin's Eatery - Mentor
7sqyF1oNXKWGMU0A_tVaIg,Rizzi's Ristorante & Pizzeria - Copley,Guido's Pizza Haven & Restaurant - Chesterland,Santo's Pizza & Pasta - Cleveland
7sz9Rw1dbIEfLy-L9qB3Tw,Hibachi Japanese Steakhouse - Highland Heights,Seven Roses - Cleveland,Flying Cranes Cafe - Cleveland
7t9olAqd1qCUEAh6VLoVEw,Warren's Spirited Kitchen - Burton,Urban Roadhouse - Mentor,The Fix Bistro - Cleveland Heights
7tiobQOY3WLYYJl4uMEfrQ,Bar Cento - Cleveland,Cha Spirits & Pizza Kitchen - Cleveland,Arturo's Bar & Grille - North Olmsted
7toYPf5ZAjCkEuwaMPtDwQ,Mark Pi's China Gate - Avon Lake,Nuevo Acapulco - North Olmsted,Akira Hibachi & Sushi - Solon
7tzhoEyaTLxdwkCWMTUbZg,BurgerFi - Cuyahoga Falls,Red Robin Gourmet Burgers - Independence,Burger Fresh - Brecksville
7wUQAStoHgM5hB87P5wofg,Ribsticks BBQ - University Heights,Famous Dave's - North Olmsted,The Cabin of Willowick - Willowick
7xfeQhen2wLnvFuQNvmTAg,Zoma Ethiopian Restaurant - Cleveland Heights,Cafe Tandoor - Cleveland Heights,Thai Gourmet - Independence
7xmuQuhpzBlkkSbWePFeVQ,Red Lobster - Beachwood,Mizestro - Brecksville,Parallax Restaurant and Lounge - Cleveland
8-EVsgJWjva29XMuVW2gPA,Grove Hill - Chagrin Falls,Alley Cat Oyster Bar - Cleveland,Gamekeeper's Taverne - Chagrin Falls
829Kv1uZJj5q8sr2G0mnvA,Olde Town Pizza House - Amherst,Dewey's Pizza - Lakewood,Biga Wood Fired Pizzeria - Kirtland
82aapoEF7sBcxrrP9AWiEw,Romano's Macaroni Grill - North Olmsted,Cafe Toscano - Aurora,The DC Pasta Co - Strongsville
8FBFFu--uMxj2pxMESeOeQ,Flipside - Cleveland,The Rail - North Olmsted,B Spot - Strongsville
8FZftD3Y5jQ2R44EDBqhlA,Chipotle Mexican Grill - Lakewood,Borderline Cafe - Lakewood,Las Dos Fronteras - Cleveland
8Fzdrfi-bsmgTlxr8pJQGg,Great Lakes Brewing Company - Cleveland,The Reddstone - Cleveland,Winking Lizard Tavern - Bedford
8GVGzFgTKNfPixL143Zadw,Smokin' Q's BBQ and Beer House - Mayfield,Timber Lodge - Medina,Texas Roadhouse - Brooklyn
8Jha7n3EY3_eRIMUOoJ4Zg,El Arepazo Y Pupuseria - Fairview Park,Sides To Go - Macedonia,Currito - Cleveland - Cleveland
8KmqWgL0UEdxJFwTZ_YZvQ,Bearden's Restaurant - Rocky River,Swensons Drive-In Restaurants - Stow,Swensons Drive-In - West Akron
8R6VkHg7pNvW0mW2_KjDDg,District - Cleveland,Morton's The Steakhouse - Cleveland,The Melting Pot- Lyndhurst - Lyndhurst
8_PASn6zTH9H0Uc1Vm6D9w,Cleveland Tiffin- Punjabi Dhaba - North Randall,Ha Ahn Korean Restaurant - Cleveland,Lemon Grass - Cleveland
8aacjwD9n3h_s39LSBmQZw,Crown of India - Strongsville,Choolaah Indian BBQ - Orange Village,Pearl of the Orient - Rocky River
8dK-8e006F_it5bNxTVlaQ,Angie's Soul Cafe - Cleveland,Old Carolina Barbecue - Stow,Tom + Chee - Strongsville
8hwbcCNUv345Kw1xfOCcWg,LockKeepers - Valley View,Kosar's Wood-Fired Grill - Northfield,Bonefish Grill - Westlake
8ou6p7T-3KaNOhDeln3Ccg,Lopez - Cleveland Heights,Texas De Brazil - Woodmere,Bakersfield - Cleveland
8pSKJ_qRUotjFl_bjH_GQA,Winking Lizard Tavern - Independence,Corner Alley - Cleveland,Willoughby Brewing Co. - Willoughby
8v66rFpXa87u2jRGOn8ZfA,Warren's Spirited Kitchen - Burton,Corkscrew Saloon - Medina,Main Street Cafe - Medina
8yZ_nBgRC3CT1RFJC6KhXA,JT's Diner - Willoughby,Shore Restaurant - Lakewood,Steve's Family Restaurant - Cleveland
8yb5gF97PCDE5zbK19Iwpg,Samurai Sushi and Steakhouse - Strongsville,Wild Ginger China Bistro - Cleveland,Shinto Japanese Steakhouse & Sushi Bar - Strongsville
9-Mfo1JItBhTkhGgYg1X1A,Corleone's Ristorante & Bar - Parma,Pastina Rustic Italian - Mentor,Lago East Bank - Cleveland
900l4HEcM47QBaX8HSiakg,Gray Dog Diner - Lakewood,Nicky & Smitty's Deli Restaurant - Aurora,The Red Chimney - Cleveland
91diBNaSiwHr6tUXXJee-Q,Molto Bene Italian Eatery - Lakewood,Mia Bella Restaurant - Cleveland,Trentina - Cleveland
95Efv0xKoUsP5lvTnaeK5w,Sorrento Ristorante & Pizzeria - Sheffield Village,Stancato's Italian Restaurant - Cleveland,Mia Bella Restaurant - Cleveland
97V91GSG-OQvrvOc9GXoGA,Brown Sugar Thai Cuisine - Rocky River,Mekong River Restaurant - Cleveland,Thai Thai - Lakewood
9BQGpsIRhs9cRHuGh9xuJw,Fun Buffet - Streetsboro,Inn On Coventry - Cleveland,Bob Evans - Lakewood
9Fm-OVlt1fXIHcp5QJisuQ,Winking Lizard - Peninsula,Lincoln Tap House - Cleveland,Panini's Bar & Grill - Kent
9GEDW1rBa5bIyAR0tXCrFg,Texas Roadhouse - Willoughby,Olesia's Place - North Royalton,Dervish Grill Tremont - Cleveland
9IJ-TE4HEcAJQkUtc1A_Vw,Don Ramon - Cleveland,Mizestro - Brecksville,Americano - Bratenahl
9JUynLfWPwe1X9gsJS6FTA,The South Side - Cleveland,Graffiti: A Social Kitchen - Cleveland,Rosewood Grill - Strongsville
9LAXz_VfATZ0kLdaavkN4g,Bodega Restaurant & Lounge - Cleveland Heights,Sol - Willoughby,Fresco Mexican Grill & Salsa Bar - Rocky River
9MpWhQOYziJ38EB7MctxcA,Thai Origin - Cleveland,I Heart Waffles - Shaker Heights,Aladdin's Eatery - Westlake
9NGXZyn-GHYB-vKC63gOag,Molinari's - Mentor,Fire - Cleveland,La Dolce Vita - Cleveland
9QiUKGLa4tJlQrV-LiPIbw,Graffiti: A Social Kitchen - Cleveland,Cleveland Chop - Cleveland,111 Bistro - Medina
9SrZRDl7-ZfuENCo0DjfsQ,Shooters On The Water - Cleveland,Margaritaville - Cleveland,Parkview Nite Club - Cleveland
9WMBTUjzDFZf2KcBqNc2xw,Hot Head Burritos - Mayfield Heights,Shawarma Brothers - Cuyahoga Falls,Sittoo's Pita & Salads - Parma
9X1QIzD58XjFuXT3sV7moA,Pub Frato - Concord,Happy Moose Bar and Grill - Streetsboro,Moosehead Saloon - Westlake
9_0FtoabuC42T7AWDk5_sA,Demetrio's Family Restaurant - Seven Hills,Cap'n Taco Restaurants - Brookpark,Ginza Sushi House - Cleveland
9_UHuIMHDjrxuh2qlHS-UA,Trattoria Roman Gardens - Cleveland,Dino's III - Wickliffe,Angelo's Nido Italia - Cleveland
9_tw8_w8ytzVWoWfdAAFqA,Lure Bistro - Willoughby,The DoubleTree by Hilton Cleveland East /Beachwood - Beachwood,JACK Cleveland Casino - Cleveland
9bxcpud3GREFOxKY2cbheA,Danny Boy's- Broadview Heights - Broadview Heights,Bellacino's Pizza & Grinders - Stow,Zeppes Pizzeria & Italian Bistro - Hudson
9bxrdL-pQg6SVMFmDcg1ow,Civilization - Cleveland,Cool Beans Cafe - Medina,Sushi Rock - Beachwood
9cGvOaA1BYw-ByOXjNbu9A,China Sea by CSU - Cleveland,Hunan by the Falls - Chagrin Falls,Pari Authentic Indian Cuisine - Chesterland
9dP5WPlF2pfjMOx2UeUFnA,Stadium 3 Bar & Grille - Cleveland,The Melting Pot- Lyndhurst - Lyndhurst,Bonefish Grill - Westlake
9g4ucHWlMzkZ-EowAVhpKQ,Margaritaville - Cleveland,Punch Bowl Social Cleveland - Cleveland,Tony K's Bar & Grille - Berea
9gXWjHAhDpzy1x6khHehrw,111 Bistro - Medina,Rosewood Grill - Strongsville,Cleveland Chop - Cleveland
9khaQT99b8ZpoX5Mqb7JYQ,The Rusty Barrel - Westlake,Pub Frato - Concord,Eastland Inn - Berea
9mI2BHTu0at_JA3RA_AEeg,Riverwood Cafe - Lakewood,Abc the Tavern - Cleveland,Brothers Lounge - Cleveland
9p-oDNOVSG38rRN-15MviQ,Miega Restaurant - Cleveland,Cuisine of India - Parma Heights,Saffron Patch - Beachwood
9qqdaSdeMV8tY4LBMZXvhg,Zócalo Tequilería - Cleveland,Houlihan's - Westlake,Pier W - Lakewood
9zCVPPA-HINPq6HrRxm_RQ,Chipotle Mexican Grill - Cleveland,"First Watch - Breakfast, Brunch & Lunch - Solon",Luna Bakery Cafe - Cleveland
A3Sr9kUUsJleGzvcyA1E8w,Station 43 Tavern - Solon,Winners Sports Bar & Grill - Cleveland,Mavis Winkle's Irish Pub - Twinsburg
A7gK6ZrGy939Zo43xNZcVw,The Greenhouse Tavern - Cleveland,The Rib Cage Smokehouse and Bar - Cleveland Heights,Melt Bar and Grilled - Independence
A7i_H252XydtrK7BUTvoog,Taza A Lebanese Grill - Cleveland,Nazca Bar & Grill - Eastlake,Sweet Melissa - University Heights
AEoWScs-gYsXSUUmDbseFg,Mabel's BBQ - Cleveland,Sweet Melissa - Rocky River,L'Albatros - Cleveland
AFRRVqDrtlauEGFSWBncnw,Happy Dog - Cleveland,Banter Beer & Wine - Cleveland,Ballantine - Willoughby
AFafWFYGKjJZ1pTvjnot2g,Lion's Pub - Cleveland,Rocky River Brewing Company - Rocky River,Flat Iron Café - Cleveland
ALtyWW7_gLMMcrwwHUgdPQ,Astoria Cafe and Market - Cleveland,Ratatouille Restaurante - Beachwood,Scotti's Italian Eatery - Cleveland
APPZiUz_CEvR_--qY-tbig,Ginger Sushi Burrito and Hibachi - Mentor,Toko Japanese Steak House - Kent,Fun Buffet - Streetsboro
ASlU_etu-cqpPj2NaK65Eg,Chesterland Tavern - Chesterland,New Heights Grill - Cleveland,Dave & Buster's - Westlake
ATeOjZzE3VOI-RW7FUFJpQ,Bistro 185 - Cleveland,The Black Pig - Cleveland,Hodge's - Cleveland
AbPQf-X7awuPFDULiJ43bg,Rincón Criollo - Cleveland,Golden Dragon - Cleveland,Ninh Kieu Vietnamese Restaurant - Cleveland
Aob9kNExpqUX5zD5culM9A,Jim's Open Kitchen Too - Streetsboro,Project Sushi - Medina,The Place To Be - Lakewood
ApxgwQQCDd7DhU0du0ibWw,Señorita Bonita's Mexican Grill & Cantina - Solon,Taco Tontos - Lakewood,El Taco Macho - Painesville
ArRALWe_LLc89RdBeQKscw,Restaurant Europa - Pepper Pike,L'Albatros - Cleveland,Salmon Dave's Pacific Grille - Rocky River
AsVR-X40wAzI7z7oRpsbTA,Pad Thai - Hudson,India Garden - Lakewood,Bombay Grill - Fairlawn
AtxhcA7jzbAktzxvo0qYIw,Orale! Kitchen - Cleveland,Le Petit Triangle Café - Cleveland,Ushabu - Cleveland
Aveg0GSyXhU8tTlH5Ior-A,Crop Kitchen - Cleveland,Rosewood Grill - Westlake,The Taverne of Richfield - Richfield
Aw4HH_bjUL8L_EU61mgQHg,Marottas - Cleveland Heights,Dewey's Pizza - Lakewood,Samosky's Homestyle Pizzeria - Valley City
Ay2hfgpp8kELkwy76BRWLQ,Stone Mad Pub - Cleveland,Panini's Bar and Grill - Brunswick,The Fairmount - Cleveland Heights
AyO6yX5l7NhYLP0f-cMy5g,Tree City Coffee & Pastry - Kent,Phoenix Coffee Bar - Cleveland,Arabica - Willoughby
Az36YoIRawljMw1PnQqPKw,Wally Waffle - Tallmadge,Knotts Family Diner - Valley City,The Red Chimney - Cleveland
B5xWYgJDSN4RPPk4DlUajQ,Brown Sugar Thai Cuisine - Lakewood,Number One Pho - Cleveland,Indian Delight - Cleveland
B6nhGEqt6rzXw6TwltTspA,Altieri's Pizza - Stow,Ohio City Pizzeria - Cleveland,Jet's Pizza - Westlake
B7UeQVtXDcH8EXTc8p_M1Q,Cork-N-Bottle - Cleveland,Georgetown Restaurant - Lakewood,1815 Tavern - Aurora
B7pVrERldmQmrbkSU_wjgg,Lava Lounge - Cleveland,The Reddstone - Cleveland,The Old Angle Tavern - Cleveland
B7uZRVo_HwVgpndw2mJGsg,Simply Greek - Bainbridge,Gyro Guys - Cleveland,Yours Truly Restaurants - Mentor
BCga5CbMqcZLCpxAuln57w,Golden Dragon - Cleveland,Indies - Cleveland,Rincón Criollo - Cleveland
BDgEBbNWm6rKLb6JArc3xw,Grumpy's Cafe - Cleveland,West Side Market Cafe - Cleveland,Peties Family Restaurant - Willowick
BH0K6SxPnY3wTRB7tA27hQ,Wah Fu Chinese Restaurant - Cleveland,"First Watch - Breakfast, Brunch & Lunch - Fairlawn",Akira Hibachi & Sushi - Solon
BKkEMsA1MsRyDge8uwqQqQ,Lehman's Deli - Westlake,Mentor Family Restaurant - Mentor,Simon's Restaurant & Delicatessen - Brecksville
BLfCMa2yWNo70D3wwAxwow,Mavis Winkle's Irish Pub - Independence,Toast - Cleveland,Touch Supper Club - Cleveland
BR92F6HmOHq-uKtMgyr7rw,Panini's on Coventry - Cleveland,Banter Beer & Wine - Cleveland,Hofbrauhaus Cleveland - Cleveland
BT7FeQ8VkpHrU9qihvGD3w,La Kabob Lebanese Grill - Strongsville,Little Hong Kong - North Ridgeville,Jackie Chen Dragon Tower Restaurant - Cleveland
B_hU-QEkt5G98pYGdfIrsg,Mucho Buenos - Brunswick,Umi Sushi - Middleburg Heights,Arashi Japan Steak House - Westlake
BbYKk_QbDLNcY0w4fWrrCA,Blue Sky Restaurant - Amherst,Dolphin Family Restaurant - Northfield,West Side Market Cafe - Cleveland
Bd13s20et9wY2sL72lgWow,Wine Bar Rocky River - Rocky River,"Red, Wine & Brew - Mentor - Mentor",Craft Beer Bar - Cuyahoga Falls
BgGzWcWPwJ7pN5Bm78BuuA,Liquid Planet - Westlake,Maha's Falafil - Cleveland,Hop Hing - North Royalton
BjnJKoYFmjBRHUCCcUkiwg,Zanzibar Soul Fusion - Cleveland,Hook & Hoof - Willoughby,Crop Bistro & Bar - Cleveland
Bl8_M_kDXZt_zsrLRgDulA,Big Eu'es BBQ - Cuyahoga Falls,Skyline Chili - Lyndhurst,Cleveland Pickle - Cleveland
BnHpWFA1LuIn0bAfbiWsrw,The Office Bistro Bar - Cuyahoga Falls,Corkscrew Saloon - Medina,Sarita a Restaurant - Lakewood
Boi7HhPdmbJV3S6_l6qFsA,Kosta and Vic's Family Restaurant - Parma,Cocos Locos - Willoughby,El Tren Grill - Tallmadge
BsLxCm_DMxCNVEPHoaj8hw,Winking Lizard Tavern - Cleveland,Flannery's Pub - Cleveland,On Tap Medina - Medina
BsvCTCVG7lrzXZ68VyyIcg,West End Bistro - Chagrin Falls,Corleone's Ristorante & Bar - Parma,Ratatouille Restaurante - Beachwood
BzDvGft8UQraA8waOU1BOA,Frank's Falafel House - Cleveland,Tal's Bakery & Deli - Parma,Jack Flaps Luncheonette - Cleveland
BzerEVgnPcQPr0iFzIO8Aw,Piada Italian Street Food - Beachwood,Aladdin's Eatery - Independence,The DC Pasta Co - Strongsville
C-Z6td1KtD6R_kwZLYh7mQ,Papous Tap & Grille - Aurora,Wolfey's Bistro & Pub - Elyria,Brewster's - Twinsburg
C-oKwqnAPa1KJZhMOox60w,Melt Bar and Grilled - Independence,Melt Bar and Grilled - Lakewood,The Rib Cage Smokehouse and Bar - Cleveland Heights
C1p3eAhzX3w8VxsJKH3iXw,Ohashi - North Olmsted,Watami Japanese Seafood Buffet & Grill - Parma,Denny's - Cleveland
C3GUi1zAtJdDBWrPoPZjBQ,Ohio Brewing Company - Cuyahoga Falls,Winking Lizard Tavern - Cleveland Heights,Winking Lizard Tavern - Independence
C7dj06ZUM-5P-_DMLckcVA,Crop Rocks - Cleveland,Flat Iron Café - Cleveland,The Pub - Cleveland
CAALCmefoLQtDvLEER4_6Q,Sainatos - Cleveland,3 Palms Pizzeria - Hudson,Mellow Mushroom - Rocky River
CBgcKcrbN7VSoofxCsCOBA,Maha's Falafil - Cleveland,Falafel Xpress - Lakewood,Ninh Kieu Vietnamese Restaurant - Cleveland
CDqPVVvQtVncNQGydnZy7A,Ontario Street Cafe - Cleveland,Wilbert's Food & Music - Cleveland,Sheraton Suites Akron/Cuyahoga Falls - Cuyahoga Falls
CHFw_V836nIKpWtqMP4E5g,Luchita's Mexican Restaurant - Cleveland,Taqueria Junction - Olmsted Falls,Hibachi Japanese Steakhouse - Fairview Park
CJvN2k3gjR7JspTx21icTQ,Biga Wood Fired Pizzeria - Kirtland,Cleveland Pizza Co - Willowick,Geraci's Restaurant - University Heights
CS2oAjAiFrJiG2HUtKJUHQ,Papa Nick's Pizza & Pasta - Cleveland,Antonio's - Parma,3 Palms Pizzeria - Hudson
Ca-ih2GH_WU_antKSs4mjA,Pastina Rustic Italian - Mentor,Players On Madison - Lakewood,West End Bistro - Chagrin Falls
CbsS6VvPsIvpytUbLAu71Q,Chipotle Mexican Grill - Independence,Bombaychaat - Cleveland,Mason's Creamery - Cleveland
Cg7LzEnDacKMrNaezjRGsA,Gene's Place To Dine - Cleveland,Shore Restaurant - Lakewood,JT's Diner - Willoughby
CgsUUVwL8EBqcHFxrtkFtA,The Tavern of Stow - Stow,Townhall - Cleveland,Cleats-Strongsville - Strongsville
Cilu8Dbb-tTHgEBM4-0vZA,Winking Lizard Tavern - Cleveland,Winking Lizard Tavern - Bedford,Avon Brewing Company - Avon
CmIEkQZ87j1IGm9qWYqUdQ,Samurai Sushi and Steakhouse - Strongsville,Southside Diner - Parma,Mucho Buenos - Brunswick
CnmhEiSGkIgUdFGN-rpaHw,Angelo's Pizza - Lakewood,In Forno Pizza - Avon,Romito's Pizza West - Independence
CuIPocteo1F3LEn1OqUoHg,Ho Wah - Beachwood,AlPita Mediterranean Cuisine - Rocky River,Tadka Restaurant - North Olmsted
CuT2Xh3vAYvRfxUWlUo6oA,Around the Corner Saloon & Cafe - Lakewood,Winking Lizard Tavern - Independence,The Jolly Scholar - Cleveland
CymM3BP68hGigBK_5ap58A,Bistro 83 - North Ridgeville,Grove Hill - Chagrin Falls,Skye Bistro - Mentor
CzcfYhCbzPoVEgVZfOgw8A,Don Tequila - Mentor,Falafel Cafe - Cleveland,Benihana - Cleveland
D31JSfofD0dYbIx7Yak2Yw,Sugarcreek Restaurant - Sheffield,Cozumel - Independence,Don Patron Mexican Grill - Hudson
D3GgPF08lX44wSmk0CIKvQ,Ceedo's Eatery - Stow,Fresh Food Deli - Medina,Gyro Guys - Cleveland
D3MfMrIoNV4_aXPj0bi1BQ,Fresco Mexican Grill & Salsa Bar - Rocky River,Texas De Brazil - Woodmere,Steak n' Shake - South Euclid
D6KoYvnmWswZJjdGm0uiqA,Cork & Cleaver Social Kitchen - Broadview Heights,Chowder House Cafe - Cuyahoga Falls,Soho Chicken + Whiskey - Cleveland
D78CuzHdrS3VjRJdWLGbLA,Gina's Pizza - Bay Village,Valentino's Pizza - Cleveland,Pizza Whirl - Cleveland
D8ztK8n4L0_6cAslAPFYTg,Spennatos - Northfield,Tony Maloney's - North Royalton,Bricco Kent - Kent
DA3Dzic8NAJ0LYnYZG9nyQ,Mom's Deli & Grill - North Royalton,El Rancho Mexican Restaurant - Cuyahoga Falls,Tip Top Restaurant & Catering - Stow
DBGf3gaJ30ObzQ5fo1SSLg,Buffalo Wild Wings - Cleveland,750ml Wines - Brecksville,Buffalo Wild Wings - Fairview Park
DBnLtge5LRkLzVqJFspfMQ,Lucky's Café - Cleveland,Jack Flaps - Cleveland,Luna Bakery Cafe - Cleveland
DJEr4QaIcRakvWjyUYBimA,Blue Point Grille - Cleveland,Nuevo Modern Mexican & Tequila Bar - Cleveland,Pacos Tacos - Solon
DJuQgsoj-qmU0i5iTAa4aA,Don Ramon Mexican Restaurant - Cleveland,Gia Lai - Lyndhurst,Sittoo's Pita & Salad - North Olmsted
DPRFD406aRHhv1cL_RGmyw,Inchin's Bamboo Garden - North Olmsted,Mughal Grill - Chester Township,Indian Delight - Cleveland
DPpi9r4FGuR6WfeqQKL4Nw,Red The Steakhouse - Cleveland,XO Seafood & Oysters - Beachwood,The Fountain Cafe & Grille - Westlake
DX6dTm7wcOBy498gGysdAQ,Flannery's Pub - Cleveland,Ironwood Cafe - Westlake,Winking Lizard Tavern - Bedford
Da0c8BkSx0gxk5HwoZJiYQ,D'Agnese's Italian Restaurant - Broadview Heights,West End Bistro - Chagrin Falls,Brio Tuscan Grille - Westlake
DdOb4GoIrlFr7jqLNfLq9w,Scramblers - North Olmstead,I Heart Waffles - Shaker Heights,Mashiso Asian Grille - North Olmsted
DdZo9MKaDrh9OJnpVwbBUA,Little Hong Kong - North Ridgeville,Mughal Grill - Chester Township,New China King - Lakewood
DhD1sFqgtjg1rsIWuIeTng,Cleveland Pickle - Cleveland,Old Carolina Barbecue Company - Lyndhurst,Sonic - Mayfield Heights
DjF7FY3KU1MFE6l9W2A3cA,Zoup! - Independence,Everest Restaurant - Cuyahoga Falls,Souper Market - Cleveland
DonwAYNHJjTleLwn6fz30Q,Kleifelds Restaurant - Willoughby,Rio Coffee Brewery - Avon Lake,El Meson - Cuyahoga Falls
Dr-K3bXCtbNAAbiKAde3Sg,Italian Village Restaurant - Strongsville,Continental Cuisine - Fairlawn,Tomaydo Tomahhdo - Woodmere
Dt-ygvMchiw0wrWpocGOeg,Davis Bakery & Delicatessen - Woodmere,Hot Head Burritos - Mayfield Heights,My Thai - Chesterland
DtAND35Vc4dY7usrGtbR7w,China Jade - Cleveland,Roly Poly - Mayfield Heights,AlPita Mediterranean Cuisine - Rocky River
DuMWyxL4DMcy5A8MXD_67w,Muldoon's Saloon & Eatery - Cleveland,New Heights Grill - Cleveland,Tilted Kilt Pub & Eatery - Cleveland
E50mr3xobsahb77IBRwVTQ,Swirl Wine Bar - Solon,Georgetown Restaurant - Lakewood,Panini's Bar & Grill - Twinsburg
E60s6EXdPhet5FKJfA_YVQ,Panini's Bar and Grill - Willoughby,PJ McIntyres Irish Pub - Cleveland,Parkview Nite Club - Cleveland
E9OP8TODswMcmTEGXE1C_g,Rascal House - Cleveland,Guys Pizza Co - Cleveland Heights,Nunzio's Pizzeria - Lakewood
EAFuhvRxoAhYARuiXCsUSw,Panda Express - South Euclid,Cozumel - Independence,El Camino - Aurora
EAiFR299WV3OQ68pHMlmGw,Hunan Solon - Solon,Crown of India - Strongsville,Namaste India Garden - Lakewood
ECqc9Xd0dTdKmcNrbIizAw,Fiesta Jalapeños - North Ridgeville,Mike & Dee's Diner - Cleveland,Goldie's Deli & Restaurant - Strongsville
EDjz3N5KpsygQxnWi9iP3w,The Treehouse - Cleveland,Riverwood Cafe - Lakewood,Stamper's Grill Pub - Fairview Park
EGDg1FDT0Pnszd04mQkHxQ,Piada Italian Street Food - South Euclid,DiBella's Subs - Independence,La Bodega - Cleveland
EH194rct73A1m0XxPp4ABw,Burntwood Tavern - Rocky River,Doogan's of Aurora - Aurora,Yard House - Westlake
EIYve4wSOqzGeq2ZgCoZJA,Naf Naf Grill - Independence,Zoup! - Middleburg Heights,Mission BBQ - Parma
ELIINdJ7w8FcfcGqoGbPoA,Play Arcade and Kitchen - Mayfield Heights,Happy Moose Bar & Grill - Mentor,Rivals Sports Grille - Cleveland
EMmCHg3Fgk9jZrHVB8OJXw,Sittoo's Pita & Salads - Parma,Byte Cafe - Cleveland,My Thai - Chesterland
EOghCHtoyxJQnVZnvKxmNQ,Carnegie Kitchen & Dining - Cleveland,Simon's Restaurant & Delicatessen - Brecksville,Manhattan Deli - Mentor
EP1do6l8hLyIGEru0gN3EQ,Newdle Bar - Kent,Rebol - Cleveland,Chipotle Mexican Grill - Cleveland
EQDCa1PH6OoLjcEIdU9IXQ,The Reddstone - Cleveland,The Old Angle Tavern - Cleveland,Fox & Hound English Pub & Grille - Parma
EVfJbLXSMZOF8K3vFOaLOw,Chili's - Macedonia,Smokey Bones Bar & Fire Grill - North Olmsted,Dutch Country Restaurant - Middlefield
EW4B5bRjOdYwgRYH2uF-1Q,Red Lantern Kitchen & Bar - Cleveland,BRIM Kitchen + Brewery - Willoughby,Quaker Steak & Lube - Valley View
EXIZwIxLoiPDJs-oKzgaKw,Big Boy's Burgers and Shakes - Mayfield Heights,"Eddie 'N Eddie Burgers, Bourbon & Apple Pie - Lakewood",Steak 'n Shake - Brooklyn
EZAbslPkwwk99wCKWxx-9Q,Paninis Bar & Grill - Cleveland,South East Gears & Cheers Restaurant & Bar - Bedford Heights,Aces Grille - North Ridgeville - North Ridgeville
Egd-0nDgzZGEVA0R09yyUQ,Continental Cuisine - Fairlawn,Amore Ristorante & Pizzeria - Willowick,Mama Roberto's - Mentor
EiVYrgOqG3Y9Ef9_ApZi4A,Pupuseria Katarina - Cleveland,Ribsticks BBQ - University Heights,LongHorn Steakhouse - Rocky River
Eif660dJb3nqORM6LF3UYg,Taki's Greek Kitchen - Avon Lake,Sweet Melissa - University Heights,Oak and Embers Tavern - Chesterland
EjBZKPyq_G9WMO01N8DnDw,Winking Lizard Tavern - Macedonia,Winking Lizard Tavern - Bedford,Winking Lizard Tavern - Beachwood
ElqLoKM__uU7DcYzRnMpNw,Namaste India Garden - Lakewood,Sweet Mango Thai Cuisine - Strongsville,Bombay Grill - Fairlawn
EpJhRvkGDFE-GDPHM32klw,Scramblers - North Olmstead,Potbelly Sandwich Shop - Independence,Cafe Tandoor - Westlake
Eq3qA7F5uZBUbcYXROzntA,Sakura Sushi House - Strongsville,Jin House - Amherst,Pacific East - Woodmere
